athlete,HANDS,LOWER_ARMS,UPPER_ARMS,UPPER_TRUNK,MIDDLE_TRUNK,LOWER_TRUNK,PELVIS,HEAD,R_THIGH,R_SHANK,R_FOOT,L_THIGH,L_SHANK,L_FOOT,total_mass
288,0.59136,1.45728,2.6927999999999996,8.157599999999999,7.735199999999999,6.58416,0.0,3.53232,7.803839999999999,2.5396799999999997,0.68112,7.803839999999999,2.5396799999999997,0.68112,52.79999999999999
289,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
290,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
291,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
292,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
293,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
294,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
295,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
296,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
297,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
298,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
299,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
300,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
301,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
302,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
303,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
304,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
305,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
306,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
307,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
308,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
309,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
310,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
311,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
312,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
313,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
314,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
315,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
316,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
317,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
318,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
319,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
320,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
321,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
322,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
323,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
324,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
325,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
326,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
327,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
328,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
329,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
330,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
331,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
332,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
333,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
334,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
335,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
336,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
337,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
338,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
339,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
340,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
341,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
342,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
343,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
344,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
345,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
346,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
347,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
348,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
349,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
350,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
351,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
352,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
353,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
354,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
355,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
356,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
357,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
358,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
359,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
360,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
361,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
362,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
363,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
364,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
365,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
366,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
367,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
368,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
369,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
370,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
371,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
372,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
373,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
374,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
375,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
376,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
377,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
378,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
379,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
380,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
381,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
382,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
383,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
384,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
385,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
386,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
387,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
388,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
389,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
390,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
391,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
392,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
393,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
394,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
395,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
396,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
397,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
398,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
399,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
400,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
401,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
402,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
403,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
404,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
405,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
406,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
407,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
408,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
409,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
410,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
411,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
412,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
413,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
414,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
415,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
416,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
417,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
418,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
419,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
420,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
421,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
422,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
423,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
424,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
425,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
426,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
427,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
428,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
429,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
430,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
431,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
432,0.68544,1.68912,3.1212,9.455400000000001,8.9658,7.631640000000001,0.0,4.09428,9.045359999999999,2.94372,0.7894800000000001,9.045359999999999,2.94372,0.7894800000000001,61.2
